# BUSCO version is: 5.8.0 
# The lineage dataset is: micrococcales_odb10 (Creation date: 2024-01-08, number of genomes: 234, number of BUSCOs: 537)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
20925at85006	Complete	NODE_1_length_1475171_cov_354.830449	1460014	1459027	-	402.0	275	https://v10-1.orthodb.org/?query=20925at85006	Succinyl-diaminopimelate desuccinylase
20936at85006	Complete	NODE_1_length_1475171_cov_354.830449	1453414	1454605	+	446.5	321	https://v10-1.orthodb.org/?query=20936at85006	Magnesium transporter
21164at85006	Complete	NODE_2_length_676389_cov_354.803251	157607	158675	+	394.7	289	https://v10-1.orthodb.org/?query=21164at85006	Mannose-1-phosphate guanylyltransferase
21310at85006	Complete	NODE_1_length_1475171_cov_354.830449	455412	456240	+	445.8	235	https://v10-1.orthodb.org/?query=21310at85006	1,4-dihydroxy-2-naphthoyl-CoA synthase
21314at85006	Complete	NODE_1_length_1475171_cov_354.830449	1337853	1338753	+	422.5	221	https://v10-1.orthodb.org/?query=21314at85006	Phosphate starvation-inducible protein PhoH
21519at85006	Complete	NODE_2_length_676389_cov_354.803251	421812	420699	-	386.1	295	https://v10-1.orthodb.org/?query=21519at85006	Flavoprotein
21722at85006	Complete	NODE_5_length_178176_cov_341.842385	41178	40251	-	569.1	296	https://v10-1.orthodb.org/?query=21722at85006	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
21979at85006	Complete	NODE_1_length_1475171_cov_354.830449	1151270	1152284	+	463.4	290	https://v10-1.orthodb.org/?query=21979at85006	Branched-chain-amino-acid aminotransferase
21992at85006	Complete	NODE_5_length_178176_cov_341.842385	118371	117354	-	333.1	245	https://v10-1.orthodb.org/?query=21992at85006	Ferrochelatase
22480at85006	Complete	NODE_1_length_1475171_cov_354.830449	1022408	1023233	+	410.8	230	https://v10-1.orthodb.org/?query=22480at85006	Pyridoxal 5'-phosphate synthase subunit PdxS
22500at85006	Complete	NODE_1_length_1475171_cov_354.830449	1201473	1202154	+	289.6	184	https://v10-1.orthodb.org/?query=22500at85006	tRNA (guanine-N1-)-methyltransferase, bacteria
22581at85006	Complete	NODE_1_length_1475171_cov_354.830449	910246	909184	-	489.3	319	https://v10-1.orthodb.org/?query=22581at85006	Transaldolase
22659at85006	Complete	NODE_1_length_1475171_cov_354.830449	1340691	1341570	+	356.7	244	https://v10-1.orthodb.org/?query=22659at85006	GTPase Era
22731at85006	Complete	NODE_5_length_178176_cov_341.842385	38515	39529	+	521.1	300	https://v10-1.orthodb.org/?query=22731at85006	Fructose-bisphosphate aldolase
22763at85006	Complete	NODE_1_length_1475171_cov_354.830449	1277045	1278248	+	645.2	347	https://v10-1.orthodb.org/?query=22763at85006	Zinc finger, ClpX C4-type
22901at85006	Complete	NODE_3_length_491278_cov_352.009914	469354	470380	+	411.9	281	https://v10-1.orthodb.org/?query=22901at85006	tRNA N6-adenosine threonylcarbamoyltransferase
22975at85006	Complete	NODE_4_length_275063_cov_365.955049	253067	254135	+	439.5	285	https://v10-1.orthodb.org/?query=22975at85006	Phosphoribosylformylglycinamidine cyclo-ligase
23157at85006	Complete	NODE_1_length_1475171_cov_354.830449	1431381	1432422	+	296.3	273	https://v10-1.orthodb.org/?query=23157at85006	Zinicin-like metallopeptidase type 2
23307at85006	Complete	NODE_1_length_1475171_cov_354.830449	37225	36430	-	300.9	213	https://v10-1.orthodb.org/?query=23307at85006	Exodeoxyribonuclease III
23314at85006	Complete	NODE_2_length_676389_cov_354.803251	498398	497522	-	364.4	254	https://v10-1.orthodb.org/?query=23314at85006	Phosphate transport system permease protein PstA
23522at85006	Complete	NODE_2_length_676389_cov_354.803251	192711	193779	+	353.9	259	https://v10-1.orthodb.org/?query=23522at85006	5-(carboxyamino)imidazole ribonucleotide synthase
23912at85006	Complete	NODE_3_length_491278_cov_352.009914	334128	334956	+	533.8	266	https://v10-1.orthodb.org/?query=23912at85006	Ribosomal protein L2
23945at85006	Complete	NODE_1_length_1475171_cov_354.830449	459184	460954	+	485.8	425	https://v10-1.orthodb.org/?query=23945at85006	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
24164at85006	Complete	NODE_2_length_676389_cov_354.803251	3691	4375	+	342.7	208	https://v10-1.orthodb.org/?query=24164at85006	NAD kinase
24355at85006	Complete	NODE_5_length_178176_cov_341.842385	41374	42541	+	414.5	302	https://v10-1.orthodb.org/?query=24355at85006	Exonuclease VII, large subunit
24420at85006	Complete	NODE_3_length_491278_cov_352.009914	461229	462114	+	390.0	251	https://v10-1.orthodb.org/?query=24420at85006	Pantothenate kinase
24583at85006	Complete	NODE_1_length_1475171_cov_354.830449	1075872	1076517	+	329.4	205	https://v10-1.orthodb.org/?query=24583at85006	Glutamate racemase
24696at85006	Complete	NODE_1_length_1475171_cov_354.830449	1106138	1107131	+	551.9	306	https://v10-1.orthodb.org/?query=24696at85006	Peptide chain release factor 2
24709at85006	Complete	NODE_1_length_1475171_cov_354.830449	752540	753560	+	360.4	268	https://v10-1.orthodb.org/?query=24709at85006	N-acetyl-gamma-glutamyl-phosphate reductase
24826at85006	Complete	NODE_2_length_676389_cov_354.803251	366497	367757	+	321.3	277	https://v10-1.orthodb.org/?query=24826at85006	PDZ domain
24890at85006	Complete	NODE_1_length_1475171_cov_354.830449	1150110	1151136	+	445.6	286	https://v10-1.orthodb.org/?query=24890at85006	3-isopropylmalate dehydrogenase
25038at85006	Complete	NODE_2_length_676389_cov_354.803251	184776	186024	+	229.2	241	https://v10-1.orthodb.org/?query=25038at85006	(Uracil-5)-methyltransferase family
25178at85006	Complete	NODE_1_length_1475171_cov_354.830449	845615	846713	+	377.9	298	https://v10-1.orthodb.org/?query=25178at85006	Phospho-N-acetylmuramoyl-pentapeptide-transferase
25412at85006	Complete	NODE_2_length_676389_cov_354.803251	71040	71928	+	453.2	260	https://v10-1.orthodb.org/?query=25412at85006	ATP-citrate lyase/succinyl-CoA ligase
25713at85006	Complete	NODE_1_length_1475171_cov_354.830449	857244	858141	+	469.1	256	https://v10-1.orthodb.org/?query=25713at85006	Pseudouridine synthase
25770at85006	Complete	NODE_2_length_676389_cov_354.803251	245529	247048	+	283.1	336	https://v10-1.orthodb.org/?query=25770at85006	Lipoprotein LpqB, beta-propeller domain, C-terminal
25893at85006	Complete	NODE_1_length_1475171_cov_354.830449	897672	898521	+	320.5	228	https://v10-1.orthodb.org/?query=25893at85006	RapZ-like family
26118at85006	Complete	NODE_1_length_1475171_cov_354.830449	1466173	1465093	-	467.4	310	https://v10-1.orthodb.org/?query=26118at85006	Pyridoxal phosphate-dependent transferase
26346at85006	Complete	NODE_1_length_1475171_cov_354.830449	1334484	1335492	+	377.2	248	https://v10-1.orthodb.org/?query=26346at85006	Heat-inducible transcription repressor HrcA
26398at85006	Complete	NODE_2_length_676389_cov_354.803251	444270	445383	+	399.5	312	https://v10-1.orthodb.org/?query=26398at85006	DNA polymerase III subunit delta
26519at85006	Complete	NODE_2_length_676389_cov_354.803251	339615	340377	+	249.4	219	https://v10-1.orthodb.org/?query=26519at85006	ATP synthase subunit a
27559at85006	Complete	NODE_1_length_1475171_cov_354.830449	1029384	1030317	+	388.3	271	https://v10-1.orthodb.org/?query=27559at85006	Protein-export membrane protein SecF
27841at85006	Complete	NODE_4_length_275063_cov_365.955049	30578	29780	-	329.8	208	https://v10-1.orthodb.org/?query=27841at85006	Membrane  insertase YidC/ALB3/OXA1/COX18
27888at85006	Complete	NODE_2_length_676389_cov_354.803251	263003	261779	-	369.3	303	https://v10-1.orthodb.org/?query=27888at85006	3-phosphoshikimate 1-carboxyvinyltransferase
28272at85006	Missing
28453at85006	Complete	NODE_1_length_1475171_cov_354.830449	734406	735120	+	312.5	212	https://v10-1.orthodb.org/?query=28453at85006	1-(5-phosphoribosyl)-5-
28497at85006	Missing
28521at85006	Complete	NODE_1_length_1475171_cov_354.830449	1302580	1303777	+	457.0	344	https://v10-1.orthodb.org/?query=28521at85006	Gamma-glutamyl phosphate reductase
28784at85006	Complete	NODE_1_length_1475171_cov_354.830449	1046317	1047343	+	444.0	269	https://v10-1.orthodb.org/?query=28784at85006	3-dehydroquinate synthase
28796at85006	Complete	NODE_1_length_1475171_cov_354.830449	756898	757804	+	376.1	245	https://v10-1.orthodb.org/?query=28796at85006	Ornithine carbamoyltransferase
28868at85006	Complete	NODE_1_length_1475171_cov_354.830449	463907	464804	+	343.1	246	https://v10-1.orthodb.org/?query=28868at85006	Geranylgeranyl pyrophosphate synthase
29015at85006	Complete	NODE_2_length_676389_cov_354.803251	152612	151793	-	263.1	202	https://v10-1.orthodb.org/?query=29015at85006	Exodeoxyribonuclease III
29032at85006	Complete	NODE_5_length_178176_cov_341.842385	98601	97644	-	438.9	276	https://v10-1.orthodb.org/?query=29032at85006	Ribose-phosphate pyrophosphokinase
29065at85006	Complete	NODE_2_length_676389_cov_354.803251	497494	496717	-	409.8	216	https://v10-1.orthodb.org/?query=29065at85006	ABC transporter-like
29251at85006	Complete	NODE_1_length_1475171_cov_354.830449	1026058	1027006	+	521.8	292	https://v10-1.orthodb.org/?query=29251at85006	Holliday junction ATP-dependent DNA helicase RuvB
29256at85006	Complete	NODE_1_length_1475171_cov_354.830449	853308	854235	+	547.4	292	https://v10-1.orthodb.org/?query=29256at85006	Cell division protein FtsZ
29264at85006	Complete	NODE_1_length_1475171_cov_354.830449	953461	952324	-	451.9	310	https://v10-1.orthodb.org/?query=29264at85006	PucR C-terminal helix-turn-helix domain
29473at85006	Complete	NODE_1_length_1475171_cov_354.830449	1357274	1358183	+	424.9	259	https://v10-1.orthodb.org/?query=29473at85006	SAM-dependent methyltransferase
29906at85006	Complete	NODE_4_length_275063_cov_365.955049	240554	236168	-	996.6	734	https://v10-1.orthodb.org/?query=29906at85006	Phosphoribosylaminoimidazole-succinocarboxamide synthase
30004at85006	Complete	NODE_2_length_676389_cov_354.803251	261711	260727	-	386.7	271	https://v10-1.orthodb.org/?query=30004at85006	Small ribosomal subunit biogenesis GTPase RsgA
30010at85006	Complete	NODE_1_length_1475171_cov_354.830449	511519	512578	+	265.9	245	https://v10-1.orthodb.org/?query=30010at85006	UDP-N-acetylenolpyruvoylglucosamine reductase
30223at85006	Complete	NODE_2_length_676389_cov_354.803251	430020	429114	-	308.6	241	https://v10-1.orthodb.org/?query=30223at85006	Calcineurin-like phosphoesterase domain, ApaH type
30372at85006	Complete	NODE_1_length_1475171_cov_354.830449	1301702	1302485	+	298.4	222	https://v10-1.orthodb.org/?query=30372at85006	Glutamate 5-kinase
30604at85006	Complete	NODE_1_length_1475171_cov_354.830449	918607	919345	+	417.3	224	https://v10-1.orthodb.org/?query=30604at85006	ABC transporter ATP-binding protein
30821at85006	Complete	NODE_2_length_676389_cov_354.803251	343770	344658	+	362.3	243	https://v10-1.orthodb.org/?query=30821at85006	ATP synthase, F1 complex, gamma subunit
30908at85006	Complete	NODE_1_length_1475171_cov_354.830449	1402970	1402235	-	358.7	223	https://v10-1.orthodb.org/?query=30908at85006	Imidazole glycerol phosphate synthase subunit HisF
31389at85006	Complete	NODE_1_length_1475171_cov_354.830449	876686	875696	-	333.2	243	https://v10-1.orthodb.org/?query=31389at85006	Rieske 
31391at85006	Complete	NODE_1_length_1475171_cov_354.830449	1419720	1418787	-	402.9	248	https://v10-1.orthodb.org/?query=31391at85006	Aspartate carbamoyltransferase
31421at85006	Complete	NODE_2_length_676389_cov_354.803251	359020	360070	+	470.6	286	https://v10-1.orthodb.org/?query=31421at85006	1-deoxy-D-xylulose 5-phosphate reductoisomerase
31813at85006	Complete	NODE_2_length_676389_cov_354.803251	299972	300794	+	320.3	214	https://v10-1.orthodb.org/?query=31813at85006	Protein of unknown function DUF3097
31918at85006	Complete	NODE_1_length_1475171_cov_354.830449	1460109	1461033	+	368.3	231	https://v10-1.orthodb.org/?query=31918at85006	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
32082at85006	Complete	NODE_1_length_1475171_cov_354.830449	1006863	1005756	-	348.3	283	https://v10-1.orthodb.org/?query=32082at85006	Ribonuclease D
32174at85006	Complete	NODE_1_length_1475171_cov_354.830449	731283	730656	-	312.2	182	https://v10-1.orthodb.org/?query=32174at85006	LexA repressor
32464at85006	Complete	NODE_1_length_1475171_cov_354.830449	960999	960273	-	276.7	208	https://v10-1.orthodb.org/?query=32464at85006	Polyphosphate glucokinase
32531at85006	Complete	NODE_3_length_491278_cov_352.009914	343708	344512	+	310.3	229	https://v10-1.orthodb.org/?query=32531at85006	Methionine aminopeptidase
32573at85006	Complete	NODE_5_length_178176_cov_341.842385	65501	64295	-	258.5	242	https://v10-1.orthodb.org/?query=32573at85006	Histidine--tRNA ligase
32686at85006	Complete	NODE_1_length_1475171_cov_354.830449	1403814	1402989	-	343.9	231	https://v10-1.orthodb.org/?query=32686at85006	ATP phosphoribosyltransferase
32758at85006	Complete	NODE_1_length_1475171_cov_354.830449	1409087	1407215	-	479.2	464	https://v10-1.orthodb.org/?query=32758at85006	Primosomal protein N'
32924at85006	Complete	NODE_2_length_676389_cov_354.803251	335944	335059	-	461.5	273	https://v10-1.orthodb.org/?query=32924at85006	Cysteine synthase
33044at85006	Complete	NODE_1_length_1475171_cov_354.830449	878415	879429	+	344.9	242	https://v10-1.orthodb.org/?query=33044at85006	Anthranilate phosphoribosyltransferase
33367at85006	Complete	NODE_2_length_676389_cov_354.803251	406876	407821	+	308.8	256	https://v10-1.orthodb.org/?query=33367at85006	Riboflavin kinase
33705at85006	Complete	NODE_1_length_1475171_cov_354.830449	934569	935262	+	323.3	201	https://v10-1.orthodb.org/?query=33705at85006	Iron ABC transporter ATP-binding protein
33733at85006	Complete	NODE_1_length_1475171_cov_354.830449	850675	852019	+	388.6	345	https://v10-1.orthodb.org/?query=33733at85006	UDP-N-acetylmuramate--L-alanine ligase
33809at85006	Complete	NODE_1_length_1475171_cov_354.830449	869741	870410	+	247.6	163	https://v10-1.orthodb.org/?query=33809at85006	cytochrome c oxidase subunit II
34188at85006	Complete	NODE_1_length_1475171_cov_354.830449	1193109	1193919	+	332.8	226	https://v10-1.orthodb.org/?query=34188at85006	Signal recognition particle receptor FtsY
34256at85006	Complete	NODE_4_length_275063_cov_365.955049	28245	27396	-	445.1	247	https://v10-1.orthodb.org/?query=34256at85006	Chromosome partitioning protein
34296at85006	Complete	NODE_1_length_1475171_cov_354.830449	1076747	1077416	+	341.9	194	https://v10-1.orthodb.org/?query=34296at85006	Ribonuclease PH
34315at85006	Complete	NODE_4_length_275063_cov_365.955049	76500	75822	-	313.2	175	https://v10-1.orthodb.org/?query=34315at85006	Endonuclease NucS
34468at85006	Complete	NODE_1_length_1475171_cov_354.830449	1455221	1456313	+	377.1	290	https://v10-1.orthodb.org/?query=34468at85006	Mrp/NBP35 ATP-binding protein
34778at85006	Complete	NODE_2_length_676389_cov_354.803251	14451	15498	+	344.3	278	https://v10-1.orthodb.org/?query=34778at85006	Prephenate dehydrogenase
34780at85006	Complete	NODE_1_length_1475171_cov_354.830449	849519	850569	+	318.1	255	https://v10-1.orthodb.org/?query=34780at85006	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
34917at85006	Complete	NODE_1_length_1475171_cov_354.830449	1356427	1355623	-	249.9	219	https://v10-1.orthodb.org/?query=34917at85006	Proteasome assembly chaperone 2
35046at85006	Complete	NODE_5_length_178176_cov_341.842385	119084	118556	-	214.5	149	https://v10-1.orthodb.org/?query=35046at85006	Chlorite dismutase
35146at85006	Complete	NODE_1_length_1475171_cov_354.830449	434710	435517	+	256.0	237	https://v10-1.orthodb.org/?query=35146at85006	Pyrroline-5-carboxylate reductase
35915at85006	Complete	NODE_2_length_676389_cov_354.803251	385017	384231	-	254.4	199	https://v10-1.orthodb.org/?query=35915at85006	Endonuclease III-like, conserved site-2
36070at85006	Complete	NODE_1_length_1475171_cov_354.830449	898565	899522	+	404.3	260	https://v10-1.orthodb.org/?query=36070at85006	Sporulation regulator WhiA
36149at85006	Complete	NODE_5_length_178176_cov_341.842385	124910	124097	-	435.7	266	https://v10-1.orthodb.org/?query=36149at85006	TatD family
36156at85006	Complete	NODE_1_length_1475171_cov_354.830449	582228	581247	-	326.6	250	https://v10-1.orthodb.org/?query=36156at85006	Cytochrome C oxidase assembly protein
37034at85006	Complete	NODE_2_length_676389_cov_354.803251	180028	179245	-	402.1	236	https://v10-1.orthodb.org/?query=37034at85006	Purine nucleoside phosphorylase
37043at85006	Complete	NODE_2_length_676389_cov_354.803251	333293	334343	+	500.1	298	https://v10-1.orthodb.org/?query=37043at85006	Peptide chain release factor 1
37548at85006	Complete	NODE_1_length_1475171_cov_354.830449	725398	726232	+	199.2	188	https://v10-1.orthodb.org/?query=37548at85006	Diaminopimelate epimerase
37562at85006	Complete	NODE_1_length_1475171_cov_354.830449	1211580	1212330	+	424.9	227	https://v10-1.orthodb.org/?query=37562at85006	Ribosomal protein S2
37751at85006	Complete	NODE_1_length_1475171_cov_354.830449	666646	667231	+	294.8	172	https://v10-1.orthodb.org/?query=37751at85006	Recombination protein RecR
37771at85006	Complete	NODE_1_length_1475171_cov_354.830449	723980	724838	+	229.8	217	https://v10-1.orthodb.org/?query=37771at85006	tRNA dimethylallyltransferase
37946at85006	Complete	NODE_1_length_1475171_cov_354.830449	43368	43953	+	242.8	152	https://v10-1.orthodb.org/?query=37946at85006	tRNA/rRNA methyltransferase, SpoU type
38338at85006	Complete	NODE_1_length_1475171_cov_354.830449	1023874	1024621	+	390.8	231	https://v10-1.orthodb.org/?query=38338at85006	Transcriptional regulator TACO1-like
38404at85006	Complete	NODE_1_length_1475171_cov_354.830449	1354729	1355545	+	287.8	224	https://v10-1.orthodb.org/?query=38404at85006	Undecaprenyl-diphosphatase
38430at85006	Complete	NODE_1_length_1475171_cov_354.830449	937233	937965	+	387.4	217	https://v10-1.orthodb.org/?query=38430at85006	Decaprenyl diphosphate synthase-like
38646at85006	Complete	NODE_2_length_676389_cov_354.803251	524175	525087	+	361.8	235	https://v10-1.orthodb.org/?query=38646at85006	RNA methyltransferase
38682at85006	Complete	NODE_2_length_676389_cov_354.803251	118020	118890	+	398.2	265	https://v10-1.orthodb.org/?query=38682at85006	Tetrahydrofolate dehydrogenase/cyclohydrolase
38695at85006	Complete	NODE_1_length_1475171_cov_354.830449	1269080	1270085	+	198.8	170	https://v10-1.orthodb.org/?query=38695at85006	Formamidopyrimidine-DNA glycosylase
38811at85006	Complete	NODE_1_length_1475171_cov_354.830449	1177787	1178726	+	346.4	258	https://v10-1.orthodb.org/?query=38811at85006	glycerol-3-phosphate dehydrogenase
38821at85006	Complete	NODE_1_length_1475171_cov_354.830449	912630	913485	+	408.6	254	https://v10-1.orthodb.org/?query=38821at85006	Protoheme IX farnesyltransferase
38970at85006	Complete	NODE_1_length_1475171_cov_354.830449	1108270	1109125	+	259.7	212	https://v10-1.orthodb.org/?query=38970at85006	Cell division protein FtsX
39047at85006	Complete	NODE_1_length_1475171_cov_354.830449	915404	914468	-	378.9	299	https://v10-1.orthodb.org/?query=39047at85006	Cytochrome oxidase assembly protein
39056at85006	Complete	NODE_2_length_676389_cov_354.803251	516705	516072	-	245.6	187	https://v10-1.orthodb.org/?query=39056at85006	Phosphate transport system protein PhoU
39188at85006	Complete	NODE_1_length_1475171_cov_354.830449	1174963	1175551	+	252.8	154	https://v10-1.orthodb.org/?query=39188at85006	3-isopropylmalate dehydratase small subunit
39328at85006	Complete	NODE_1_length_1475171_cov_354.830449	432898	432268	-	327.7	191	https://v10-1.orthodb.org/?query=39328at85006	Uracil phosphoribosyltransferase
39346at85006	Complete	NODE_3_length_491278_cov_352.009914	335698	336367	+	477.1	223	https://v10-1.orthodb.org/?query=39346at85006	K Homology domain
39587at85006	Complete	NODE_1_length_1475171_cov_354.830449	902684	903449	+	349.0	219	https://v10-1.orthodb.org/?query=39587at85006	Triosephosphate isomerase
39738at85006	Complete	NODE_5_length_178176_cov_341.842385	49529	48833	-	279.3	188	https://v10-1.orthodb.org/?query=39738at85006	Decaprenyl diphosphate synthase-like
40229at85006	Complete	NODE_1_length_1475171_cov_354.830449	1304116	1304653	+	266.3	154	https://v10-1.orthodb.org/?query=40229at85006	Probable nicotinate-nucleotide adenylyltransferase
40319at85006	Complete	NODE_1_length_1475171_cov_354.830449	1400974	1400221	-	251.6	187	https://v10-1.orthodb.org/?query=40319at85006	Indole-3-glycerol phosphate synthase
40401at85006	Complete	NODE_3_length_491278_cov_352.009914	352457	353273	+	239.7	196	https://v10-1.orthodb.org/?query=40401at85006	tRNA pseudouridine synthase A
40572at85006	Complete	NODE_2_length_676389_cov_354.803251	1474	2239	+	217.3	184	https://v10-1.orthodb.org/?query=40572at85006	HAD superfamily
40789at85006	Complete	NODE_3_length_491278_cov_352.009914	332507	333140	+	341.3	192	https://v10-1.orthodb.org/?query=40789at85006	Ribosomal protein L3
40828at85006	Complete	NODE_1_length_1475171_cov_354.830449	1025406	1025994	+	148.2	147	https://v10-1.orthodb.org/?query=40828at85006	Holliday junction ATP-dependent DNA helicase RuvA
40883at85006	Complete	NODE_5_length_178176_cov_341.842385	113170	112369	-	295.4	210	https://v10-1.orthodb.org/?query=40883at85006	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
40962at85006	Complete	NODE_1_length_1475171_cov_354.830449	1047877	1048432	+	292.6	164	https://v10-1.orthodb.org/?query=40962at85006	Elongation factor P
40965at85006	Complete	NODE_2_length_676389_cov_354.803251	243171	243834	+	323.3	195	https://v10-1.orthodb.org/?query=40965at85006	Two-component system response regulator
40972at85006	Complete	NODE_1_length_1475171_cov_354.830449	1213506	1214193	+	384.9	215	https://v10-1.orthodb.org/?query=40972at85006	Uridylate kinase
41161at85006	Complete	NODE_4_length_275063_cov_365.955049	49824	50388	+	195.4	150	https://v10-1.orthodb.org/?query=41161at85006	Glutamine amidotransferase
41534at85006	Complete	NODE_1_length_1475171_cov_354.830449	1275627	1276131	+	337.2	167	https://v10-1.orthodb.org/?query=41534at85006	ATP-dependent Clp protease proteolytic subunit
41874at85006	Complete	NODE_1_length_1475171_cov_354.830449	1398903	1398171	-	325.7	215	https://v10-1.orthodb.org/?query=41874at85006	Tryptophan synthase alpha chain
42299at85006	Complete	NODE_1_length_1475171_cov_354.830449	1177066	1177729	+	190.4	172	https://v10-1.orthodb.org/?query=42299at85006	Acyl-phosphate glycerol 3-phosphate acyltransferase
42381at85006	Complete	NODE_1_length_1475171_cov_354.830449	735145	735886	+	175.0	188	https://v10-1.orthodb.org/?query=42381at85006	SseB protein N-terminal domain
42499at85006	Complete	NODE_1_length_1475171_cov_354.830449	544518	545184	+	346.1	203	https://v10-1.orthodb.org/?query=42499at85006	Ribosomal protein L1
42557at85006	Missing
42585at85006	Missing
42833at85006	Complete	NODE_6_length_134275_cov_361.180815	131590	132163	+	316.2	158	https://v10-1.orthodb.org/?query=42833at85006	dCTP deaminase, dUMP-forming
42845at85006	Complete	NODE_2_length_676389_cov_354.803251	443558	444107	+	217.3	158	https://v10-1.orthodb.org/?query=42845at85006	Thymidylate kinase
42875at85006	Complete	NODE_1_length_1475171_cov_354.830449	1034525	1033322	-	426.6	362	https://v10-1.orthodb.org/?query=42875at85006	Protein of unknown function DUF349
43088at85006	Complete	NODE_1_length_1475171_cov_354.830449	443245	443845	+	200.9	147	https://v10-1.orthodb.org/?query=43088at85006	Histidine phosphatase superfamily
43190at85006	Complete	NODE_1_length_1475171_cov_354.830449	1404824	1404233	-	293.2	178	https://v10-1.orthodb.org/?query=43190at85006	Ribulose-phosphate 3-epimerase
43337at85006	Complete	NODE_1_length_1475171_cov_354.830449	952152	951237	-	465.1	302	https://v10-1.orthodb.org/?query=43337at85006	Acyl transferase
43493at85006	Complete	NODE_1_length_1475171_cov_354.830449	1430860	1429903	-	228.6	222	https://v10-1.orthodb.org/?query=43493at85006	PDZ domain
43572at85006	Complete	NODE_1_length_1475171_cov_354.830449	1038092	1038701	+	301.5	184	https://v10-1.orthodb.org/?query=43572at85006	RNA-binding S4 domain
43590at85006	Missing
43592at85006	Complete	NODE_1_length_1475171_cov_354.830449	1389280	1388725	-	316.6	178	https://v10-1.orthodb.org/?query=43592at85006	Signal transduction response regulator, antiterminator
43700at85006	Complete	NODE_1_length_1475171_cov_354.830449	710170	711019	+	336.4	244	https://v10-1.orthodb.org/?query=43700at85006	4-hydroxy-tetrahydrodipicolinate synthase
43710at85006	Complete	NODE_1_length_1475171_cov_354.830449	1212567	1213392	+	317.5	220	https://v10-1.orthodb.org/?query=43710at85006	Elongation factor Ts
43823at85006	Complete	NODE_1_length_1475171_cov_354.830449	704377	705052	+	188.8	167	https://v10-1.orthodb.org/?query=43823at85006	4-hydroxy-tetrahydrodipicolinate reductase
43980at85006	Complete	NODE_1_length_1475171_cov_354.830449	1447547	1446728	-	275.9	226	https://v10-1.orthodb.org/?query=43980at85006	Metal-dependent phosphoesterase
44131at85006	Complete	NODE_1_length_1475171_cov_354.830449	1186899	1187784	+	252.2	207	https://v10-1.orthodb.org/?query=44131at85006	Formamidopyrimidine-DNA glycosylase
44139at85006	Complete	NODE_6_length_134275_cov_361.180815	94608	95130	+	268.2	159	https://v10-1.orthodb.org/?query=44139at85006	Hypoxanthine phosphoribosyltransferase
44161at85006	Complete	NODE_5_length_178176_cov_341.842385	137217	136407	-	293.4	216	https://v10-1.orthodb.org/?query=44161at85006	Tetrapyrrole methylase
44270at85006	Complete	NODE_2_length_676389_cov_354.803251	74848	75373	+	153.3	123	https://v10-1.orthodb.org/?query=44270at85006	Phosphoribosylglycinamide formyltransferase
44351at85006	Complete	NODE_1_length_1475171_cov_354.830449	1276250	1276847	+	410.7	199	https://v10-1.orthodb.org/?query=44351at85006	ATP-dependent Clp protease proteolytic subunit
44520at85006	Complete	NODE_1_length_1475171_cov_354.830449	1407132	1406247	-	250.8	230	https://v10-1.orthodb.org/?query=44520at85006	Methionyl-tRNA formyltransferase
44766at85006	Complete	NODE_1_length_1475171_cov_354.830449	840838	841750	+	283.0	233	https://v10-1.orthodb.org/?query=44766at85006	S-adenosyl-L-methionine-dependent methyltransferase
45050at85006	Complete	NODE_1_length_1475171_cov_354.830449	1186250	1186874	+	243.7	162	https://v10-1.orthodb.org/?query=45050at85006	ribonuclease III
45192at85006	Complete	NODE_1_length_1475171_cov_354.830449	45848	44612	-	384.8	317	https://v10-1.orthodb.org/?query=45192at85006	MATE family efflux transporter
45319at85006	Complete	NODE_1_length_1475171_cov_354.830449	726928	726334	-	176.8	135	https://v10-1.orthodb.org/?query=45319at85006	Methyltransferase small domain
46162at85006	Missing
46172at85006	Complete	NODE_3_length_491278_cov_352.009914	338361	338820	+	303.8	152	https://v10-1.orthodb.org/?query=46172at85006	Ribosomal protein L5
46722at85006	Complete	NODE_1_length_1475171_cov_354.830449	455245	454342	-	295.5	231	https://v10-1.orthodb.org/?query=46722at85006	o-succinylbenzoate synthase
46909at85006	Complete	NODE_2_length_676389_cov_354.803251	263249	263786	+	345.9	178	https://v10-1.orthodb.org/?query=46909at85006	RNA polymerase sigma-70 region 2
46991at85006	Complete	NODE_1_length_1475171_cov_354.830449	37860	38352	+	225.2	146	https://v10-1.orthodb.org/?query=46991at85006	Orotate phosphoribosyltransferase
47267at85006	Complete	NODE_2_length_676389_cov_354.803251	561036	561720	+	290.3	174	https://v10-1.orthodb.org/?query=47267at85006	Winged helix-like DNA-binding domain superfamily
47404at85006	Complete	NODE_1_length_1475171_cov_354.830449	1214271	1214808	+	263.3	167	https://v10-1.orthodb.org/?query=47404at85006	ribosome recycling factor
